Genes	ENTREZ_ID	Genes
TSR2	90121	TSR2
VWA5B2	90113	VWA5B2
PHLDB2	90102	PHLDB2
ZNF30	90075	ZNF30
LACRT	90070	LACRT
CCDC120	90060	CCDC120
FAM181A	90050	FAM181A
UBE3D	90025	UBE3D
SYT8	90019	SYT8
KIR3DX1	90011	KIR3DX1
MIDN	90007	MIDN
DPH6	89978	DPH6
RSPRY1	89970	RSPRY1
SAPCD2	89958	SAPCD2
KLC4	89953	KLC4
GLB1L2	89944	GLB1L2
RHOT2	89941	RHOT2
PAPLN	89932	PAPLN
C16orf45	89927	C16orf45
UBE3B	89910	UBE3B
TMEM116	89894	TMEM116
WDR34	89891	WDR34
KBTBD6	89890	KBTBD6
ZNF628	89887	ZNF628
SLAMF9	89886	SLAMF9
FATE1	89885	FATE1
LHX4	89884	LHX4
TPD52L3	89882	TPD52L3
MAATS1	89876	MAATS1
SLC25A21	89874	SLC25A21
AQP10	89872	AQP10
TRIM15	89870	TRIM15
PLCZ1	89869	PLCZ1
SEC16B	89866	SEC16B
SIGLEC12	89858	SIGLEC12
KLHL6	89857	KLHL6
MVB12B	89853	MVB12B
ATG16L2	89849	ATG16L2
FCHSD1	89848	FCHSD1
FGD3	89846	FGD3
ABCC10	89845	ABCC10
ARHGAP11B	89839	ARHGAP11B
CHRFAM7A	89832	CHRFAM7A
KCNK17	89822	KCNK17
PPP1R3F	89801	PPP1R3F
NAV2	89797	NAV2
NAV1	89796	NAV1
NAV3	89795	NAV3
GAL3ST3	89792	GAL3ST3
SIGLEC10	89790	SIGLEC10
LMLN	89782	LMLN
HPS4	89781	HPS4
WNT3A	89780	WNT3A
SERPINB11	89778	SERPINB11
SERPINB12	89777	SERPINB12
UMODL1	89766	UMODL1
RSPH1	89765	RSPH1
TRIM4	89122	TRIM4
RRP36	88745	RRP36
ANKRD13A	88455	ANKRD13A
GGACT	87769	GGACT
PNPT1	87178	PNPT1
HSFY1	86614	HSFY1
GTPBP10	85865	GTPBP10
GALP	85569	GALP
MBD3L1	85509	MBD3L1
SCRT2	85508	SCRT2
PSKH2	85481	PSKH2
TSLP	85480	TSLP
DNAJC5B	85479	DNAJC5B
CCDC65	85478	CCDC65
SCIN	85477	SCIN
GFM1	85476	GFM1
LBX2	85474	LBX2
SSH2	85464	SSH2
ZC3H12C	85463	ZC3H12C
FHDC1	85462	FHDC1
TANC1	85461	TANC1
ZNF518B	85460	ZNF518B
CEP295	85459	CEP295
DIXDC1	85458	DIXDC1
CIPC	85457	CIPC
TNKS1BP1	85456	TNKS1BP1
DISP2	85455	DISP2
TSPYL5	85453	TSPYL5
CFAP74	85452	CFAP74
UNK	85451	UNK
ITPRIP	85450	ITPRIP
KIAA1755	85449	KIAA1755
ZFHX2	85446	ZFHX2
CNTNAP4	85445	CNTNAP4
LRRCC1	85444	LRRCC1
DCLK3	85443	DCLK3
KNDC1	85442	KNDC1
HELZ2	85441	HELZ2
DOCK7	85440	DOCK7
STON2	85439	STON2
CABS1	85438	CABS1
ZCRB1	85437	ZCRB1
CCNB3	85417	CCNB3
ZIC5	85416	ZIC5
RHPN2	85415	RHPN2
SLC45A3	85414	SLC45A3
SLC22A16	85413	SLC22A16
NKD2	85409	NKD2
NKD1	85407	NKD1
DNAJC14	85406	DNAJC14
EAF1	85403	EAF1
RGS8	85397	RGS8
FAM207A	85395	FAM207A
KIAA1671	85379	KIAA1671
TUBGCP6	85378	TUBGCP6
MICALL1	85377	MICALL1
RIMBP3	85376	RIMBP3
STRIP1	85369	STRIP1
MYLK2	85366	MYLK2
ALG2	85365	ALG2
ZCCHC3	85364	ZCCHC3
TRIM5	85363	TRIM5
SYDE1	85360	SYDE1
DGCR6L	85359	DGCR6L
LGALS12	85329	LGALS12
ABCC11	85320	ABCC11
BAGE5	85316	BAGE5
PAQR8	85315	PAQR8
PPIL4	85313	PPIL4
FBF1	85302	FBF1
COL27A1	85301	COL27A1
ATCAY	85300	ATCAY
KRTAP2-4	85294	KRTAP2-4
KRTAP3-3	85293	KRTAP3-3
KRTAP4-2	85291	KRTAP4-2
KRTAP4-3	85290	KRTAP4-3
KRTAP4-5	85289	KRTAP4-5
KRTAP4-1	85285	KRTAP4-1
KRTAP9-4	85280	KRTAP9-4
HIST1H2BK	85236	HIST1H2BK
SMIM3	85027	SMIM3
TMEM60	85025	TMEM60
REPS1	85021	REPS1
TMEM241	85019	TMEM241
USP45	85015	USP45
TMEM141	85014	TMEM141
TMEM128	85013	TMEM128
TCEAL3	85012	TCEAL3
PHYKPL	85007	PHYKPL
RERG	85004	RERG
FAM86B1	85002	FAM86B1
UBL7	84993	UBL7
PIGY	84992	PIGY
RBM17	84991	RBM17
PPP1R16A	84988	PPP1R16A
COX14	84987	COX14
ARHGAP19	84986	ARHGAP19
FAM83A	84985	FAM83A
CEP19	84984	CEP19
FRMD5	84978	FRMD5
DISP1	84976	DISP1
MFSD5	84975	MFSD5
ATG4D	84971	ATG4D
C1orf94	84970	C1orf94
TOX2	84969	TOX2
PNMA6A	84968	PNMA6A
LSM10	84967	LSM10
IGSF21	84966	IGSF21
ALKBH6	84964	ALKBH6
AJUBA	84962	AJUBA
FBXL20	84961	FBXL20
CCDC183	84960	CCDC183
UBASH3B	84959	UBASH3B
SYTL1	84958	SYTL1
RELT	84957	RELT
NUDCD1	84955	NUDCD1
MPND	84954	MPND
MICALCL	84953	MICALCL
CGNL1	84952	CGNL1
TNS4	84951	TNS4
PRPF38A	84950	PRPF38A
TIGD5	84948	TIGD5
SERAC1	84947	SERAC1
LTV1	84946	LTV1
ABHD13	84945	ABHD13
MAEL	84944	MAEL
WDR73	84942	WDR73
HSH2D	84941	HSH2D
CORO6	84940	CORO6
MUM1	84939	MUM1
ATG4C	84938	ATG4C
ZNRF1	84937	ZNRF1
ZFYVE19	84936	ZFYVE19
MEDAG	84935	MEDAG
RITA1	84934	RITA1
C8orf76	84933	C8orf76
RAB2B	84932	RAB2B
MASTL	84930	MASTL
FIBCD1	84929	FIBCD1
TMEM209	84928	TMEM209
SPRYD3	84926	SPRYD3
DIRC2	84925	DIRC2
ZNF566	84924	ZNF566
FAM104A	84923	FAM104A
FIZ1	84922	FIZ1
ALG10	84920	ALG10
PPP1R15B	84919	PPP1R15B
LRP11	84918	LRP11
FAM222A	84915	FAM222A
ZNF587	84914	ZNF587
ATOH8	84913	ATOH8
SLC35B4	84912	SLC35B4
ZNF382	84911	ZNF382
TMEM87B	84910	TMEM87B
C9orf3	84909	C9orf3
FAM136A	84908	FAM136A
ZNF341	84905	ZNF341
ARHGEF39	84904	ARHGEF39
CEP89	84902	CEP89
NFATC2IP	84901	NFATC2IP
RNFT2	84900	RNFT2
TMTC4	84899	TMTC4
PLXDC2	84898	PLXDC2
TBRG1	84897	TBRG1
ATAD1	84896	ATAD1
LINGO1	84894	LINGO1
POMGNT2	84892	POMGNT2
ZSCAN10	84891	ZSCAN10
ADO	84890	ADO
SLC7A3	84889	SLC7A3
SPPL2A	84888	SPPL2A
C1orf198	84886	C1orf198
ZDHHC12	84885	ZDHHC12
AIFM2	84883	AIFM2
RPUSD4	84881	RPUSD4
MFSD2A	84879	MFSD2A
ZBTB45	84878	ZBTB45
ORAI1	84876	ORAI1
PARP10	84875	PARP10
ZNF514	84874	ZNF514
ZC3H10	84872	ZC3H10
AGBL4	84871	AGBL4
RSPO3	84870	RSPO3
CBR4	84869	CBR4
HAVCR2	84868	HAVCR2
PTPN5	84867	PTPN5
TMEM25	84866	TMEM25
CCDC142	84865	CCDC142
KLHL22	84861	KLHL22
LRCH3	84859	LRCH3
ZNF503	84858	ZNF503
TRIM52	84851	TRIM52
PHF5A	84844	PHF5A
HPDL	84842	HPDL
RAX2	84839	RAX2
ZNF496	84838	ZNF496
ABHD14B	84836	ABHD14B
ADTRP	84830	ADTRP
SFT2D3	84826	SFT2D3
FCRLA	84824	FCRLA
LMNB2	84823	LMNB2
IL17RC	84818	IL17RC
TXNDC17	84817	TXNDC17
RTN4IP1	84816	RTN4IP1
PLCD4	84812	PLCD4
BUD13	84811	BUD13
PERM1	84808	PERM1
NFKBID	84807	NFKBID
MFSD9	84804	MFSD9
C19orf48	84798	C19orf48
PYROXD2	84795	PYROXD2
FAM220A	84792	FAM220A
TUBA1C	84790	TUBA1C
NAA11	84779	NAA11
ZNF607	84775	ZNF607
MPV17L2	84769	MPV17L2
TRIM51	84767	TRIM51
CRACR2A	84766	CRACR2A
ZNF577	84765	ZNF577
PCGF1	84759	PCGF1
B3GNT9	84752	B3GNT9
FUT10	84750	FUT10
USP30	84749	USP30
UNC119B	84747	UNC119B
CNDP1	84735	CNDP1
FAM167B	84734	FAM167B
CBX2	84733	CBX2
SPSB2	84727	SPSB2
PRRC2B	84726	PRRC2B
PLEKHA8	84725	PLEKHA8
PSRC1	84722	PSRC1
PIGO	84720	PIGO
MGARP	84709	MGARP
LNX1	84708	LNX1
BEX2	84707	BEX2
GPT2	84706	GPT2
GTPBP3	84705	GTPBP3
COX4I2	84701	COX4I2
MYO18B	84700	MYO18B
CREB3L3	84699	CREB3L3
CAPS2	84698	CAPS2
ABHD1	84696	ABHD1
LOXL3	84695	LOXL3
GJA10	84694	GJA10
MCEE	84693	MCEE
CCDC54	84692	CCDC54
FAM71F1	84691	FAM71F1
SPATA22	84690	SPATA22
MS4A14	84689	MS4A14
C9orf24	84688	C9orf24
PPP1R9B	84687	PPP1R9B
INSM2	84684	INSM2
HINT2	84681	HINT2
ACCS	84680	ACCS
SLC9A7	84679	SLC9A7
KDM2B	84678	KDM2B
DSCR8	84677	DSCR8
TRIM63	84676	TRIM63
TRIM55	84675	TRIM55
CARD6	84674	CARD6
ZNF347	84671	ZNF347
USP32	84669	USP32
FAM126A	84668	FAM126A
HES7	84667	HES7
RETNLB	84666	RETNLB
MYPN	84665	MYPN
GLIS2	84662	GLIS2
DPY30	84661	DPY30
CCDC62	84660	CCDC62
RNASE7	84659	RNASE7
GLYR1	84656	GLYR1
SPZ1	84654	SPZ1
SPINK7	84651	SPINK7
EBPL	84650	EBPL
DGAT2	84649	DGAT2
LCE3D	84648	LCE3D
PLA2G12B	84647	PLA2G12B
C22orf23	84645	C22orf23
KIF2B	84643	KIF2B
USP38	84640	USP38
IL1F10	84639	IL1F10
GPR174	84636	GPR174
KISS1R	84634	KISS1R
AFAP1L2	84632	AFAP1L2
SLITRK2	84631	SLITRK2
TTBK1	84630	TTBK1
TNRC18	84629	TNRC18
NTNG2	84628	NTNG2
ZNF469	84627	ZNF469
KRBA1	84626	KRBA1
FNDC1	84624	FNDC1
KIRREL3	84623	KIRREL3
ZNF594	84622	ZNF594
ST6GAL2	84620	ST6GAL2
ZGPAT	84619	ZGPAT
NT5C1A	84618	NT5C1A
TUBB6	84617	TUBB6
KRTAP4-4	84616	KRTAP4-4
ZBTB37	84614	ZBTB37
PARD6B	84612	PARD6B
GNPTG	84572	GNPTG
COL25A1	84570	COL25A1
LYZL1	84569	LYZL1
SLC12A8	84561	SLC12A8
MT4	84560	MT4
MAP1LC3A	84557	MAP1LC3A
FAXC	84553	FAXC
PARD6G	84552	PARD6G
MAK16	84549	MAK16
TMEM185A	84548	TMEM185A
PGBD1	84547	PGBD1
MRPL43	84545	MRPL43
KIAA1841	84542	KIAA1841
KBTBD8	84541	KBTBD8
MCHR2	84539	MCHR2
ACSS1	84532	ACSS1
SRRM4	84530	SRRM4
C15orf41	84529	C15orf41
RHOXF2	84528	RHOXF2
ZNF559	84527	ZNF559
HOPX	84525	HOPX
ZC3H8	84524	ZC3H8
JAGN1	84522	JAGN1
ACRBP	84519	ACRBP
CNFN	84518	CNFN
ACTRT3	84517	ACTRT3
DCTN5	84516	DCTN5
MCM8	84515	MCM8
GHDC	84514	GHDC
NKX6-2	84504	NKX6-2
ZNF527	84503	ZNF527
JPH4	84502	JPH4
SPIRE2	84501	SPIRE2
FAM120B	84498	FAM120B
FBN3	84467	FBN3
MEGF10	84466	MEGF10
MEGF11	84465	MEGF11
SLX4	84464	SLX4
NEURL4	84461	NEURL4
ZMAT1	84460	ZMAT1
LCOR	84458	LCOR
PHYHIPL	84457	PHYHIPL
L3MBTL3	84456	L3MBTL3
EFCAB7	84455	EFCAB7
ZNF512	84450	ZNF512
ZNF333	84449	ZNF333
ABLIM2	84448	ABLIM2
SYVN1	84447	SYVN1
BRSK1	84446	BRSK1
LZTS2	84445	LZTS2
DOT1L	84444	DOT1L
FRMPD3	84443	FRMPD3
MAML2	84441	MAML2
RAB11FIP4	84440	RAB11FIP4
HHIPL1	84439	HHIPL1
MSANTD4	84437	MSANTD4
ZNF528	84436	ZNF528
CARD11	84433	CARD11
PROK1	84432	PROK1
C15orf48	84419	C15orf48
CYSTM1	84418	CYSTM1
C2orf40	84417	C2orf40
HOOK3	84376	HOOK3
PRAC1	84366	PRAC1
NIFK	84365	NIFK
ARFGAP2	84364	ARFGAP2
HPS3	84343	HPS3
COG8	84342	COG8
GFM2	84340	GFM2
ELOF1	84337	ELOF1
TMEM101	84336	TMEM101
AKT1S1	84335	AKT1S1
APOPT1	84334	APOPT1
PCGF5	84333	PCGF5
DYDC2	84332	DYDC2
ZNF414	84330	ZNF414
HVCN1	84329	HVCN1
LZIC	84328	LZIC
ZBED3	84327	ZBED3
SARNP	84324	SARNP
THOC3	84321	THOC3
CMSS1	84319	CMSS1
CCDC77	84318	CCDC77
CCDC115	84317	CCDC115
NAA38	84316	NAA38
MON1A	84315	MON1A
TMEM107	84314	TMEM107
VPS25	84313	VPS25
BRMS1L	84312	BRMS1L
MRPL45	84311	MRPL45
C7orf50	84310	C7orf50
NUDT16L1	84309	NUDT16L1
ZNF397	84307	ZNF397
PDCD2L	84306	PDCD2L
NUDT22	84304	NUDT22
CHCHD6	84303	CHCHD6
TMEM246	84302	TMEM246
DDI2	84301	DDI2
UQCC2	84300	UQCC2
MIEN1	84299	MIEN1
LLPH	84298	LLPH
GINS4	84296	GINS4
PHF6	84295	PHF6
UTP23	84294	UTP23
FAM213A	84293	FAM213A
WDR83	84292	WDR83
CAPNS2	84290	CAPNS2
ING5	84289	ING5
EFCAB2	84288	EFCAB2
ZDHHC16	84287	ZDHHC16
TMEM175	84286	TMEM175
EIF1AD	84285	EIF1AD
NTPCR	84284	NTPCR
TMEM79	84283	TMEM79
RNF135	84282	RNF135
C2orf88	84281	C2orf88
BTBD10	84280	BTBD10
PRADC1	84279	PRADC1
DNAJC30	84277	DNAJC30
NICN1	84276	NICN1
SLC25A33	84275	SLC25A33
COQ5	84274	COQ5
NOA1	84273	NOA1
YIPF4	84272	YIPF4
POLDIP3	84271	POLDIP3
CHCHD5	84269	CHCHD5
RPAIN	84268	RPAIN
C9orf64	84267	C9orf64
ALKBH7	84266	ALKBH7
POLR3GL	84265	POLR3GL
HAGHL	84264	HAGHL
HSDL2	84263	HSDL2
PSMG3	84262	PSMG3
FBXW9	84261	FBXW9
TCHP	84260	TCHP
DCUN1D5	84259	DCUN1D5
SYT3	84258	SYT3
FLYWCH1	84256	FLYWCH1
SLC37A3	84255	SLC37A3
CAMKK1	84254	CAMKK1
GARNL3	84253	GARNL3
SGIP1	84251	SGIP1
PSD2	84249	PSD2
FYTTD1	84248	FYTTD1
MED10	84246	MED10
MRI1	84245	MRI1
ZDHHC18	84243	ZDHHC18
ZCCHC9	84240	ZCCHC9
ATP13A4	84239	ATP13A4
RHBDD1	84236	RHBDD1
TMEM126A	84233	TMEM126A
MAF1	84232	MAF1
TRAF7	84231	TRAF7
LRRC8C	84230	LRRC8C
DRC7	84229	DRC7
C2orf16	84226	C2orf16
ZMYND15	84225	ZMYND15
NBPF3	84224	NBPF3
IQCG	84223	IQCG
SPATC1L	84221	SPATC1L
RGPD5	84220	RGPD5
WDR24	84219	WDR24
ZMYND12	84217	ZMYND12
TMEM117	84216	TMEM117
ZNF541	84215	ZNF541
ANKRD20A1	84210	ANKRD20A1
MEX3B	84206	MEX3B
TXNDC2	84203	TXNDC2
POMK	84197	POMK
USP48	84196	USP48
SETD3	84193	SETD3
FAM96A	84191	FAM96A
METTL25	84190	METTL25
SLITRK6	84189	SLITRK6
FAR1	84188	FAR1
TMEM164	84187	TMEM164
ZCCHC7	84186	ZCCHC7
CHD6	84181	CHD6
SLA2	84174	SLA2
ELMOD3	84173	ELMOD3
POLR1B	84172	POLR1B
LOXL4	84171	LOXL4
ANTXR1	84168	ANTXR1
C19orf44	84167	C19orf44
NLRC5	84166	NLRC5
ASCC2	84164	ASCC2
GTF2IRD2	84163	GTF2IRD2
KIAA1109	84162	KIAA1109
ARID5B	84159	ARID5B
RPF2	84154	RPF2
RNASEH2C	84153	RNASEH2C
PPP1R1B	84152	PPP1R1B
KAT8	84148	KAT8
ZNF644	84146	ZNF644
SYDE2	84144	SYDE2
EVA1A	84141	EVA1A
FAM161A	84140	FAM161A
SLC7A6OS	84138	SLC7A6OS
UTP15	84135	UTP15
TOMM40L	84134	TOMM40L
ZNRF3	84133	ZNRF3
USP42	84132	USP42
CEP78	84131	CEP78
ACAD11	84129	ACAD11
WDR75	84128	WDR75
ATRIP	84126	ATRIP
LRRIQ1	84125	LRRIQ1
ZNF394	84124	ZNF394
QRFPR	84109	QRFPR
PCGF6	84108	PCGF6
ZIC4	84107	ZIC4
PRAM1	84106	PRAM1
PCBD2	84105	PCBD2
C4orf17	84103	C4orf17
SLC41A2	84102	SLC41A2
USP44	84101	USP44
ARL6	84100	ARL6
FBXO30	84085	FBXO30
RAB6C	84084	RAB6C
ZRANB3	84083	ZRANB3
NSRP1	84081	NSRP1
ENKD1	84080	ENKD1
ANKRD27	84079	ANKRD27
KBTBD7	84078	KBTBD7
C3orf20	84077	C3orf20
TKTL2	84076	TKTL2
FSCB	84075	FSCB
QRICH2	84074	QRICH2
MYCBPAP	84073	MYCBPAP
HORMAD1	84072	HORMAD1
ARMC2	84071	ARMC2
FAM186B	84070	FAM186B
PLEKHN1	84069	PLEKHN1
SLC10A7	84068	SLC10A7
FAM160A2	84067	FAM160A2
TEX35	84066	TEX35
TMEM222	84065	TMEM222
HDHD2	84064	HDHD2
KIRREL2	84063	KIRREL2
DTNBP1	84062	DTNBP1
MAGT1	84061	MAGT1
RBM48	84060	RBM48
WDR54	84058	WDR54
MND1	84057	MND1
KATNAL1	84056	KATNAL1
EMILIN2	84034	EMILIN2
OBSCN	84033	OBSCN
B3GNT5	84002	B3GNT5
TMPRSS13	84000	TMPRSS13
KREMEN1	83999	KREMEN1
REG4	83998	REG4
CTTNBP2	83992	CTTNBP2
BRIP1	83990	BRIP1
FAM172A	83989	FAM172A
NCALD	83988	NCALD
CCDC8	83987	CCDC8
SPNS1	83985	SPNS1
TSSK6	83983	TSSK6
IFI27L2	83982	IFI27L2
SLC4A11	83959	SLC4A11
FCAMR	83953	FCAMR
IMMP2L	83943	IMMP2L
TSSK1B	83942	TSSK1B
TM2D1	83941	TM2D1
TATDN1	83940	TATDN1
EIF2A	83939	EIF2A
RASSF4	83937	RASSF4
HDAC10	83933	HDAC10
SPRTN	83932	SPRTN
STK40	83931	STK40
STARD3NL	83930	STARD3NL
KRTAP17-1	83902	KRTAP17-1
KRTAP9-8	83901	KRTAP9-8
KRTAP9-3	83900	KRTAP9-3
KRTAP9-2	83899	KRTAP9-2
KRTAP3-2	83897	KRTAP3-2
KRTAP3-1	83896	KRTAP3-1
KRTAP1-5	83895	KRTAP1-5
TTC29	83894	TTC29
SPATA16	83893	SPATA16
KCTD10	83892	KCTD10
SNX25	83891	SNX25
SPATA9	83890	SPATA9
WDR87	83889	WDR87
FGFBP2	83888	FGFBP2
TTLL2	83887	TTLL2
PRSS27	83886	PRSS27
SLC25A2	83884	SLC25A2
TSPAN10	83882	TSPAN10
MIXL1	83881	MIXL1
CDCA7	83879	CDCA7
USHBP1	83878	USHBP1
TM2D2	83877	TM2D2
MRO	83876	MRO
BCO2	83875	BCO2
TBC1D10A	83874	TBC1D10A
GPR61	83873	GPR61
HMCN1	83872	HMCN1
RAB34	83871	RAB34
TMEM120A	83862	TMEM120A
RSPH3	83861	RSPH3
TAF3	83860	TAF3
ATAD3B	83858	ATAD3B
TMTC1	83857	TMTC1
FSD1L	83856	FSD1L
KLF16	83855	KLF16
ANGPTL6	83854	ANGPTL6
ROPN1L	83853	ROPN1L
SETDB2	83852	SETDB2
SYT16	83851	SYT16
ESYT3	83850	ESYT3
SYT15	83849	SYT15
USP26	83844	USP26
KCNK16	83795	KCNK16
ARMC10	83787	ARMC10
FRMD8	83786	FRMD8
RBM4B	83759	RBM4B
RBP5	83758	RBP5
TAS1R3	83756	TAS1R3
KRTAP4-12	83755	KRTAP4-12
LONP2	83752	LONP2
L3MBTL2	83746	L3MBTL2
ZNF484	83744	ZNF484
GRWD1	83743	GRWD1
MARVELD1	83742	MARVELD1
H2AFB3	83740	H2AFB3
ITCH	83737	ITCH
ATG10	83734	ATG10
SLC25A18	83733	SLC25A18
RIOK1	83732	RIOK1
INHBE	83729	INHBE
FAM57B	83723	FAM57B
YPEL3	83719	YPEL3
CRISPLD2	83716	CRISPLD2
ESPN	83715	ESPN
NRIP2	83714	NRIP2
TRPT1	83707	TRPT1
FERMT3	83706	FERMT3
JAM3	83700	JAM3
SH3BGRL2	83699	SH3BGRL2
CALN1	83698	CALN1
SLC4A9	83697	SLC4A9
TRAPPC9	83696	TRAPPC9
RHNO1	83695	RHNO1
RPS6KL1	83694	RPS6KL1
HSDL1	83693	HSDL1
CD99L2	83692	CD99L2
CRISPLD1	83690	CRISPLD1
SESN2	83667	SESN2
PARP9	83666	PARP9
MS4A8	83661	MS4A8
TLN2	83660	TLN2
TEKT1	83659	TEKT1
DYNLRB1	83658	DYNLRB1
DYNLRB2	83657	DYNLRB2
SLC35G5	83650	SLC35G5
FAM167A	83648	FAM167A
CCDC3	83643	CCDC3
FAM107B	83641	FAM107B
TEX101	83639	TEX101
C11orf68	83638	C11orf68
ZMIZ2	83637	ZMIZ2
C19orf12	83636	C19orf12
C18orf21	83608	C18orf21
AMMECR1L	83607	AMMECR1L
GUCD1	83606	GUCD1
CCM2	83605	CCM2
TMEM47	83604	TMEM47
RTP3	83597	RTP3
BCL2L12	83596	BCL2L12
SOX7	83595	SOX7
NUDT12	83594	NUDT12
RASSF5	83593	RASSF5
AKR1E2	83592	AKR1E2
THAP2	83591	THAP2
TMUB1	83590	TMUB1
MFRP	83552	MFRP
TAAR8	83551	TAAR8
GPR101	83550	GPR101
UCK1	83549	UCK1
COG3	83548	COG3
RILP	83547	RILP
RTBDN	83546	RTBDN
DNAL1	83544	DNAL1
AIF1L	83543	AIF1L
FAM110A	83541	FAM110A
NUF2	83540	NUF2
CHST9	83539	CHST9
TTC25	83538	TTC25
PLVAP	83483	PLVAP
SCRT1	83482	SCRT1
EPPK1	83481	EPPK1
PUS3	83480	PUS3
DDX59	83479	DDX59
ARHGAP24	83478	ARHGAP24
DOHH	83475	DOHH
KATNAL2	83473	KATNAL2
GLT8D2	83468	GLT8D2
APH1B	83464	APH1B
MXD3	83463	MXD3
CDCA3	83461	CDCA3
EMC6	83460	EMC6
RAB33B	83452	RAB33B
ABHD11	83451	ABHD11
PMFBP1	83449	PMFBP1
PUS7L	83448	PUS7L
SLC25A31	83447	SLC25A31
CCDC70	83446	CCDC70
GSG1	83445	GSG1
INO80B	83444	INO80B
SF3B5	83443	SF3B5
SH3BGRL3	83442	SH3BGRL3
ADPGK	83440	ADPGK
TCF7L1	83439	TCF7L1
FCRL4	83417	FCRL4
FCRL5	83416	FCRL5
ELOVL3	83401	ELOVL3
PITPNM3	83394	PITPNM3
PCDH11Y	83259	PCDH11Y
HDHD3	81932	HDHD3
ZNF93	81931	ZNF93
KIF18A	81930	KIF18A
SEH1L	81929	SEH1L
CABLES2	81928	CABLES2
ABHD17A	81926	ABHD17A
SLC25A28	81894	SLC25A28
SLIRP	81892	SLIRP
QTRT1	81890	QTRT1
FAHD1	81889	FAHD1
HYI	81888	HYI
LAS1L	81887	LAS1L
RAB1B	81876	RAB1B
ISG20L2	81875	ISG20L2
ARPC5L	81873	ARPC5L
KRTAP2-1	81872	KRTAP2-1
KRTAP4-6	81871	KRTAP4-6
KRTAP9-9	81870	KRTAP9-9
SHARPIN	81858	SHARPIN
MED25	81857	MED25
ZNF611	81856	ZNF611
SFXN3	81855	SFXN3
TMEM14B	81853	TMEM14B
KRTAP1-1	81851	KRTAP1-1
KRTAP1-3	81850	KRTAP1-3
ST6GALNAC5	81849	ST6GALNAC5
SPRY4	81848	SPRY4
RNF146	81847	RNF146
SBF2	81846	SBF2
TRIM56	81844	TRIM56
VANGL1	81839	VANGL1
SPACA1	81833	SPACA1
NETO1	81832	NETO1
NETO2	81831	NETO2
OR12D3	81797	OR12D3
SLCO5A1	81796	SLCO5A1
ADAMTS10	81794	ADAMTS10
TLR10	81793	TLR10
ADAMTS12	81792	ADAMTS12
RNF170	81790	RNF170
TIGD6	81789	TIGD6
NUAK2	81788	NUAK2
TRIM7	81786	TRIM7
PPP1R14C	81706	PPP1R14C
DOCK8	81704	DOCK8
OR2B2	81697	OR2B2
OR5V1	81696	OR5V1
AMN	81693	AMN
ISCA1	81689	ISCA1
C6orf62	81688	C6orf62
VMP1	81671	VMP1
CCNL2	81669	CCNL2
MAP1LC3B	81631	MAP1LC3B
TSSK3	81629	TSSK3
TSC22D4	81628	TSC22D4
TRMT1L	81627	TRMT1L
SHCBP1L	81626	SHCBP1L
DIAPH3	81624	DIAPH3
DEFB126	81623	DEFB126
UNC93B1	81622	UNC93B1
KAZALD1	81621	KAZALD1
CDT1	81620	CDT1
TSPAN14	81619	TSPAN14
ITM2C	81618	ITM2C
CAB39L	81617	CAB39L
ACSBG2	81616	ACSBG2
TMEM163	81615	TMEM163
NIPA2	81614	NIPA2
ANP32E	81611	ANP32E
FAM83D	81610	FAM83D
SNX27	81609	SNX27
FIP1L1	81608	FIP1L1
LBH	81606	LBH
URM1	81605	URM1
TRIM8	81603	TRIM8
CDADC1	81602	CDADC1
PLA2G12A	81579	PLA2G12A
COL21A1	81578	COL21A1
GFOD2	81577	GFOD2
CCDC130	81576	CCDC130
APOLD1	81575	APOLD1
ANKRD13C	81573	ANKRD13C
PDRG1	81572	PDRG1
CLPB	81570	CLPB
ACTL8	81569	ACTL8
TXNDC5	81567	TXNDC5
CSRNP2	81566	CSRNP2
NDEL1	81565	NDEL1
C1orf21	81563	C1orf21
LMAN2L	81562	LMAN2L
TRIM11	81559	TRIM11
FAM117A	81558	FAM117A
MAGED4B	81557	MAGED4B
YIPF5	81555	YIPF5
FAM49A	81553	FAM49A
VOPP1	81552	VOPP1
STMN4	81551	STMN4
TDRD3	81550	TDRD3
FBXO38	81545	FBXO38
GDPD5	81544	GDPD5
LRRC3	81543	LRRC3
TMX1	81542	TMX1
SLC38A1	81539	SLC38A1
SGPP1	81537	SGPP1
ITFG1	81533	ITFG1
MOB2	81532	MOB2
HM13	81502	HM13
DCSTAMP	81501	DCSTAMP
CFHR5	81494	CFHR5
SYNC	81493	SYNC
RSPH6A	81492	RSPH6A
GPR63	81491	GPR63
PTDSS2	81490	PTDSS2
POLR2M	81488	POLR2M
OR2C3	81472	OR2C3
OR2G2	81470	OR2G2
OR2G3	81469	OR2G3
OR2L5	81466	OR2L5
OR2T7	81458	OR2T7
OR6K2	81448	OR6K2
OR6N2	81442	OR6N2
OR4F16	81399	OR4F16
OR2AE1	81392	OR2AE1
OR10W1	81341	OR10W1
OR4A15	81328	OR4A15
OR4A16	81327	OR4A16
OR4A5	81318	OR4A5
OR4C15	81309	OR4C15
OR4P4	81300	OR4P4
OR51E2	81285	OR51E2
OR51G2	81282	OR51G2
OR8J3	81168	OR8J3
OR4K15	81127	OR4K15
OR4F17	81099	OR4F17
OR11H1	81061	OR11H1
OR5AC2	81050	OR5AC2
